Date,Index Category,Sub Category,Region,Plow,Index,Phigh,UID
5/1/2020,Proppant,40/70,Appalachian,62.60834205,66.67264178,70.03827944,1218132005
6/1/2020,Proppant,40/70,Appalachian,62.4359077,66.57424878,69.53452353,1218132006
7/1/2020,Proppant,40/70,Appalachian,62.30658194,66.71847728,68.93868335,1218132007
8/1/2020,Proppant,40/70,Appalachian,62.20958762,66.82664866,68.78250088,1218132008
9/1/2020,Proppant,40/70,Appalachian,62.13684188,66.68975394,68.54424,1218132009
10/1/2020,Proppant,40/70,Appalachian,60.33809652,65.93301313,68.34939447,1218132010
11/1/2020,Proppant,40/70,Appalachian,59.64310728,64.71138775,68.25440158,1218132011
12/1/2020,Proppant,40/70,Appalachian,59.12186534,64.44923849,68.15444603,1218132012
1/1/2021,Proppant,40/70,Appalachian,58.90099203,63.62450154,67.93216447,1218132101
2/1/2021,Proppant,40/70,Appalachian,58.56527891,62.82738778,67.56903614,1218132102
3/1/2021,Proppant,40/70,Appalachian,58.4835522,62.40811351,67.49310705,1218132103
4/1/2021,Proppant,40/70,Appalachian,58.42225718,62.09365781,67.43616023,1218132104
5/1/2021,Proppant,40/70,Appalachian,58.3762859,61.85781603,67.39345011,1218132105
6/1/2021,Proppant,40/70,Appalachian,58.34180745,61.6809347,67.36141753,1218132106
7/1/2021,Proppant,40/70,Appalachian,59.0179835,61.99979986,67.83407187,1218132107
1/1/2018,Proppant,Proppant Price Index,Ark-La-Tx,70.69869589,100,169.4437342,1318111801
2/1/2018,Proppant,Proppant Price Index,Ark-La-Tx,70.57855599,98.84098119,169.6728367,1318111802
3/1/2018,Proppant,Proppant Price Index,Ark-La-Tx,72.43002602,102.8530107,176.3562038,1318111803
4/1/2018,Proppant,Proppant Price Index,Ark-La-Tx,71.67295027,102.1539583,180.1554241,1318111804
5/1/2018,Proppant,Proppant Price Index,Ark-La-Tx,70.36431147,102.2445092,180.6057188,1318111805
6/1/2018,Proppant,Proppant Price Index,Ark-La-Tx,70.52615089,105.5727287,180.548212,1318111806
7/1/2018,Proppant,Proppant Price Index,Ark-La-Tx,71.52234349,108.2792107,173.193646,1318111807
8/1/2018,Proppant,Proppant Price Index,Ark-La-Tx,69.74119559,105.6606521,167.9738197,1318111808
9/1/2018,Proppant,Proppant Price Index,Ark-La-Tx,69.27455788,106.6539616,162.8132992,1318111809
10/1/2018,Proppant,Proppant Price Index,Ark-La-Tx,68.75596783,108.6551379,156.5397891,1318111810
11/1/2018,Proppant,Proppant Price Index,Ark-La-Tx,68.26888526,106.3241377,149.5350316,1318111811
12/1/2018,Proppant,Proppant Price Index,Ark-La-Tx,67.59816021,100.9889996,143.0640444,1318111812
1/1/2019,Proppant,Proppant Price Index,Ark-La-Tx,70.36116465,100.0359297,138.4636654,1318111901
2/1/2019,Proppant,Proppant Price Index,Ark-La-Tx,73.72404983,100.7760609,134.2199063,1318111902
3/1/2019,Proppant,Proppant Price Index,Ark-La-Tx,79.46950915,101.5412063,129.5144285,1318111903
4/1/2019,Proppant,Proppant Price Index,Ark-La-Tx,82.37515736,101.514748,126.1135957,1318111904
5/1/2019,Proppant,Proppant Price Index,Ark-La-Tx,87.44100224,105.1086754,127.2771195,1318111905
6/1/2019,Proppant,Proppant Price Index,Ark-La-Tx,86.95253377,103.5675772,126.4668543,1318111906
7/1/2019,Proppant,Proppant Price Index,Ark-La-Tx,91.60122146,107.9782125,128.6828004,1318111907
8/1/2019,Proppant,Proppant Price Index,Ark-La-Tx,91.72961613,106.6354448,131.2247207,1318111908
9/1/2019,Proppant,Proppant Price Index,Ark-La-Tx,91.43632145,105.2111507,129.7628443,1318111909
10/1/2019,Proppant,Proppant Price Index,Ark-La-Tx,91.60343833,103.9833158,129.2534839,1318111910
11/1/2019,Proppant,Proppant Price Index,Ark-La-Tx,90.477851,102.3243933,127.2124742,1318111911
12/1/2019,Proppant,Proppant Price Index,Ark-La-Tx,89.34511264,99.72744254,122.8318631,1318111912
1/1/2020,Proppant,Proppant Price Index,Ark-La-Tx,85.62234349,95.89691644,117.9332545,1318112001
2/1/2020,Proppant,Proppant Price Index,Ark-La-Tx,82.06510452,92.45266638,113.4179458,1318112002
3/1/2020,Proppant,Proppant Price Index,Ark-La-Tx,77.28005234,87.56525938,108.0536669,1318112003
4/1/2020,Proppant,Proppant Price Index,Ark-La-Tx,71.99080686,82.2597751,101.8070238,1318112004
5/1/2020,Proppant,Proppant Price Index,Ark-La-Tx,67.64915769,78.05245922,96.45456038,1318112005
6/1/2020,Proppant,Proppant Price Index,Ark-La-Tx,64.76936863,75.35463332,93.10016037,1318112006
